query_case_id,case_id,user_id,image_id,image_label,selected_option,satisfaction,confidence,understanding,mean_helpfulness,age_range,education_level,occupation_raw,ai_knowledge_level,domain_knowledge_level,preferred_response_length,preferred_technical_level,preferred_format,perceived_error_impact,preferred_explanation_types_raw,main_goals_raw,case_local_id,timestamp,occupation_list,ai_knowledge_raw,ai_knowledge_desc,domain_knowledge_raw,domain_knowledge_desc,preferred_explanation_types_list,main_goals_list,free_comment,original_image_path,domain,model_predicted_class,model_confidence,initial_description,vqa_support_description,option_A_type,option_B_type,option_C_type,option_D_type,option_E_type,option_F_type,similarity
C0011,C0297,U027,11,img_11,Opción B,5,5,5,5.0,18–24,Grado,"Estudiante, Investigador/a (académico)",4,3,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Alto: el error podría tener consecuencias importantes,"Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema",11,2026-04-07 15:56:06.179,"[""Estudiante"", ""Investigador/a (académico)""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones centradas en atributos o características concretas"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Confianza: sentir mayor seguridad en la respuesta del sistema""]",,/Users/haojie/Desktop/TFM/Imagenes/original/001ef0f9885fa3d4.jpg,Naturaleza / animales,Tortuga,,"A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.","The base image shows: A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.7986286895593766
C0011,C0275,U025,11,img_11,Opción B,4,4,4,4.0,25–34,Doctorado,Investigador/a (académico),5,3,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",11,2026-04-07 10:46:09.041,"[""Investigador/a (académico)""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones centradas en atributos o características concretas"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]",,/Users/haojie/Desktop/TFM/Imagenes/original/001ef0f9885fa3d4.jpg,Naturaleza / animales,Tortuga,,"A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.","The base image shows: A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.7965333308926026
C0011,C0176,U016,11,img_11,Opción B,2,2,2,2.0,18–24,Bachillerato/FP,Estudiante,3,3,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema",11,2026-04-04 23:48:33.891,"[""Estudiante""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones con ejemplos similares"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema""]",,/Users/haojie/Desktop/TFM/Imagenes/original/001ef0f9885fa3d4.jpg,Naturaleza / animales,Tortuga,,"A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.","The base image shows: A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.7837023536105221
C0011,C0165,U015,11,img_11,Opción B,4,4,5,4.333333333333333,18–24,Grado,"Estudiante, Investigador/a (académico)",5,3,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto detallado + imagen,Alto: el error podría tener consecuencias importantes,"Explicaciones con comparaciones o contraejemplos, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",11,2026-04-04 21:17:50.679,"[""Estudiante"", ""Investigador/a (académico)""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]",Poner en qué clase clasificó cada imagen el modelo y con que accuracy,/Users/haojie/Desktop/TFM/Imagenes/original/001ef0f9885fa3d4.jpg,Naturaleza / animales,Tortuga,,"A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.","The base image shows: A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.768316852753286
C0012,C0144,U014,1,img_01,Opción A,4,4,4,4.0,18–24,Grado,"Estudiante, Profesional del sector tecnológico / IA / datos",4,3,Larga: explicación completa y detallada,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto detallado + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con comparaciones o contraejemplos, Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",1,2026-04-04 20:01:12.294,"[""Estudiante"", ""Profesional del sector tecnológico / IA / datos""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones centradas en atributos o características concretas"", ""Explicaciones basadas en reglas o razonamientos paso a paso""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]",,/Users/haojie/Desktop/TFM/Imagenes/original/0031229b7741a1d7.jpg,Naturaleza / animales,Aguila,,Ave rapaz posada en guante junto a una persona,Original image used as the reference for comparing the XAI explanations.,Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.6928184102981971
C0012,C0243,U023,1,img_01,Opción C,5,5,5,5.0,35–44,Grado,Desempleado/a / en búsqueda,4,2,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",1,2026-04-07 00:49:41.881,"[""Desempleado/a / en búsqueda""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]","Pienso que se debe crear más conciencia de no obtener respuestas solamente de una caja negra. La XAI transforma a la IA de ser un ""oráculo"" incuestionable a ser un colaborador transparente. [Modo IA Google]",/Users/haojie/Desktop/TFM/Imagenes/original/0031229b7741a1d7.jpg,Naturaleza / animales,Aguila,,Ave rapaz posada en guante junto a una persona,Original image used as the reference for comparing the XAI explanations.,Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.6798129281080152
C0012,C0199,U019,1,img_01,Opción B,4,4,5,4.333333333333333,25–34,Doctorado,"Investigador/a (académico), Docente / profesor/a",5,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto detallado + imagen,Alto: el error podría tener consecuencias importantes,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones centradas en atributos o características concretas","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",1,2026-04-06 13:29:28.095,"[""Investigador/a (académico)"", ""Docente / profesor/a""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones centradas en atributos o características concretas""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti""]",,/Users/haojie/Desktop/TFM/Imagenes/original/0031229b7741a1d7.jpg,Naturaleza / animales,Aguila,,Ave rapaz posada en guante junto a una persona,Original image used as the reference for comparing the XAI explanations.,Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.6710210427698988
C0012,C0111,U011,1,img_01,Opción B,4,4,3,3.6666666666666665,18–24,Grado,Estudiante,5,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto detallado + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",1,2026-04-04 19:29:27.951,"[""Estudiante""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]",Una breve explicación de los métodos de detección de los animales usados estaría bien. Para entender un poco que es lo que están haciendo en cada paso,/Users/haojie/Desktop/TFM/Imagenes/original/0031229b7741a1d7.jpg,Naturaleza / animales,Aguila,,Ave rapaz posada en guante junto a una persona,Original image used as the reference for comparing the XAI explanations.,Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.6692569931406624
C0012,C0155,U015,1,img_01,Opción B,4,4,5,4.333333333333333,18–24,Grado,"Estudiante, Investigador/a (académico)",5,3,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto detallado + imagen,Alto: el error podría tener consecuencias importantes,"Explicaciones con comparaciones o contraejemplos, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",1,2026-04-04 21:17:50.679,"[""Estudiante"", ""Investigador/a (académico)""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]",Poner en qué clase clasificó cada imagen el modelo y con que accuracy,/Users/haojie/Desktop/TFM/Imagenes/original/0031229b7741a1d7.jpg,Naturaleza / animales,Aguila,,Ave rapaz posada en guante junto a una persona,Original image used as the reference for comparing the XAI explanations.,Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.6392665924036112
C0013,C0145,U014,2,img_02,Opción B,3,3,4,3.3333333333333335,18–24,Grado,"Estudiante, Profesional del sector tecnológico / IA / datos",4,3,Larga: explicación completa y detallada,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto detallado + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con comparaciones o contraejemplos, Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",2,2026-04-04 20:01:12.294,"[""Estudiante"", ""Profesional del sector tecnológico / IA / datos""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones centradas en atributos o características concretas"", ""Explicaciones basadas en reglas o razonamientos paso a paso""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]",,/Users/haojie/Desktop/TFM/Imagenes/original/00b5f68e0957cca9.jpg,Naturaleza / animales,Pato,,"A close-up profile of a duck showcases its vibrant green head, contrasting black and brown feathers, and a bright yellow beak, set against a plain white background.","The base image shows: A close-up profile of a duck showcases its vibrant green head, contrasting black and brown feathers, and a bright yellow beak, set against a plain white background.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.6928184102981971
C0013,C0244,U023,2,img_02,Opción E,2,3,1,2.0,35–44,Grado,Desempleado/a / en búsqueda,4,2,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",2,2026-04-07 00:49:41.881,"[""Desempleado/a / en búsqueda""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]","Pienso que se debe crear más conciencia de no obtener respuestas solamente de una caja negra. La XAI transforma a la IA de ser un ""oráculo"" incuestionable a ser un colaborador transparente. [Modo IA Google]",/Users/haojie/Desktop/TFM/Imagenes/original/00b5f68e0957cca9.jpg,Naturaleza / animales,Pato,,"A close-up profile of a duck showcases its vibrant green head, contrasting black and brown feathers, and a bright yellow beak, set against a plain white background.","The base image shows: A close-up profile of a duck showcases its vibrant green head, contrasting black and brown feathers, and a bright yellow beak, set against a plain white background.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.6798129281080152
C0013,C0200,U019,2,img_02,Opción B,4,4,4,4.0,25–34,Doctorado,"Investigador/a (académico), Docente / profesor/a",5,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto detallado + imagen,Alto: el error podría tener consecuencias importantes,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones centradas en atributos o características concretas","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",2,2026-04-06 13:29:28.095,"[""Investigador/a (académico)"", ""Docente / profesor/a""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones centradas en atributos o características concretas""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti""]",,/Users/haojie/Desktop/TFM/Imagenes/original/00b5f68e0957cca9.jpg,Naturaleza / animales,Pato,,"A close-up profile of a duck showcases its vibrant green head, contrasting black and brown feathers, and a bright yellow beak, set against a plain white background.","The base image shows: A close-up profile of a duck showcases its vibrant green head, contrasting black and brown feathers, and a bright yellow beak, set against a plain white background.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.6710210427698988
C0013,C0112,U011,2,img_02,Opción F (Ninguna),3,3,3,3.0,18–24,Grado,Estudiante,5,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto detallado + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",2,2026-04-04 19:29:27.951,"[""Estudiante""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]",Una breve explicación de los métodos de detección de los animales usados estaría bien. Para entender un poco que es lo que están haciendo en cada paso,/Users/haojie/Desktop/TFM/Imagenes/original/00b5f68e0957cca9.jpg,Naturaleza / animales,Pato,,"A close-up profile of a duck showcases its vibrant green head, contrasting black and brown feathers, and a bright yellow beak, set against a plain white background.","The base image shows: A close-up profile of a duck showcases its vibrant green head, contrasting black and brown feathers, and a bright yellow beak, set against a plain white background.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.6692569931406624
