case_id,user_id,image_id,image_label,selected_option,satisfaction,confidence,understanding,mean_helpfulness,age_range,education_level,occupation_raw,ai_knowledge_level,domain_knowledge_level,preferred_response_length,preferred_technical_level,preferred_format,perceived_error_impact,preferred_explanation_types_raw,main_goals_raw,case_local_id,timestamp,occupation_list,ai_knowledge_raw,ai_knowledge_desc,domain_knowledge_raw,domain_knowledge_desc,preferred_explanation_types_list,main_goals_list,free_comment,original_image_path,domain,model_predicted_class,model_confidence,initial_description,vqa_support_description,option_A_type,option_B_type,option_C_type,option_D_type,option_E_type,option_F_type
C0071,U007,5,img_05,Opción F (Ninguna),1,3,1,1.6666666666666667,18–24,Master,"Estudiante, Investigador/a (académico), Docente / profesor/a",5,3,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Bajo: el error apenas tendría consecuencias,"Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema",5,2026-04-01 11:34:56.282,"[""Estudiante"", ""Investigador/a (académico)"", ""Docente / profesor/a""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones centradas en atributos o características concretas"", ""Explicaciones basadas en reglas o razonamientos paso a paso""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0072,U007,6,img_06,Opción A,4,4,4,4.0,18–24,Master,"Estudiante, Investigador/a (académico), Docente / profesor/a",5,3,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Bajo: el error apenas tendría consecuencias,"Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema",6,2026-04-01 11:34:56.282,"[""Estudiante"", ""Investigador/a (académico)"", ""Docente / profesor/a""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones centradas en atributos o características concretas"", ""Explicaciones basadas en reglas o razonamientos paso a paso""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0073,U007,7,img_07,Opción E,3,3,2,2.6666666666666665,18–24,Master,"Estudiante, Investigador/a (académico), Docente / profesor/a",5,3,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Bajo: el error apenas tendría consecuencias,"Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema",7,2026-04-01 11:34:56.282,"[""Estudiante"", ""Investigador/a (académico)"", ""Docente / profesor/a""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones centradas en atributos o características concretas"", ""Explicaciones basadas en reglas o razonamientos paso a paso""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0074,U007,8,img_08,Opción B,3,3,3,3.0,18–24,Master,"Estudiante, Investigador/a (académico), Docente / profesor/a",5,3,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Bajo: el error apenas tendría consecuencias,"Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema",8,2026-04-01 11:34:56.282,"[""Estudiante"", ""Investigador/a (académico)"", ""Docente / profesor/a""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones centradas en atributos o características concretas"", ""Explicaciones basadas en reglas o razonamientos paso a paso""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0075,U007,9,img_09,Opción D,3,3,3,3.0,18–24,Master,"Estudiante, Investigador/a (académico), Docente / profesor/a",5,3,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Bajo: el error apenas tendría consecuencias,"Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema",9,2026-04-01 11:34:56.282,"[""Estudiante"", ""Investigador/a (académico)"", ""Docente / profesor/a""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones centradas en atributos o características concretas"", ""Explicaciones basadas en reglas o razonamientos paso a paso""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0076,U007,10,img_10,Opción E,4,4,4,4.0,18–24,Master,"Estudiante, Investigador/a (académico), Docente / profesor/a",5,3,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Bajo: el error apenas tendría consecuencias,"Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema",10,2026-04-01 11:34:56.282,"[""Estudiante"", ""Investigador/a (académico)"", ""Docente / profesor/a""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones centradas en atributos o características concretas"", ""Explicaciones basadas en reglas o razonamientos paso a paso""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0077,U007,11,img_11,Opción B,3,4,3,3.3333333333333335,18–24,Master,"Estudiante, Investigador/a (académico), Docente / profesor/a",5,3,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Bajo: el error apenas tendría consecuencias,"Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema, Satisfacción: que la explicación resulte clara y útil para ti, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema",11,2026-04-01 11:34:56.282,"[""Estudiante"", ""Investigador/a (académico)"", ""Docente / profesor/a""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones centradas en atributos o características concretas"", ""Explicaciones basadas en reglas o razonamientos paso a paso""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0078,U008,1,img_01,Opción A,2,2,4,2.6666666666666665,18–24,Grado,Estudiante,3,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",1,2026-04-04 19:24:25.918,"[""Estudiante""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0079,U008,2,img_02,Opción A,4,5,4,4.333333333333333,18–24,Grado,Estudiante,3,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",2,2026-04-04 19:24:25.918,"[""Estudiante""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0080,U008,3,img_03,Opción E,3,3,4,3.3333333333333335,18–24,Grado,Estudiante,3,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",3,2026-04-04 19:24:25.918,"[""Estudiante""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0081,U008,4,img_04,Opción E,3,3,4,3.3333333333333335,18–24,Grado,Estudiante,3,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",4,2026-04-04 19:24:25.918,"[""Estudiante""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0082,U008,5,img_05,Opción F (Ninguna),1,1,1,1.0,18–24,Grado,Estudiante,3,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",5,2026-04-04 19:24:25.918,"[""Estudiante""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0083,U008,6,img_06,Opción A,4,4,4,4.0,18–24,Grado,Estudiante,3,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",6,2026-04-04 19:24:25.918,"[""Estudiante""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0084,U008,7,img_07,Opción F (Ninguna),1,1,1,1.0,18–24,Grado,Estudiante,3,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",7,2026-04-04 19:24:25.918,"[""Estudiante""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0085,U008,8,img_08,Opción F (Ninguna),1,1,1,1.0,18–24,Grado,Estudiante,3,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",8,2026-04-04 19:24:25.918,"[""Estudiante""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0086,U008,9,img_09,Opción F (Ninguna),1,1,1,1.0,18–24,Grado,Estudiante,3,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",9,2026-04-04 19:24:25.918,"[""Estudiante""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0087,U008,10,img_10,Opción E,4,3,3,3.3333333333333335,18–24,Grado,Estudiante,3,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",10,2026-04-04 19:24:25.918,"[""Estudiante""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0088,U008,11,img_11,Opción B,2,1,2,1.6666666666666667,18–24,Grado,Estudiante,3,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",11,2026-04-04 19:24:25.918,"[""Estudiante""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti""]",,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0089,U009,1,img_01,Opción B,3,2,3,2.6666666666666665,25–34,Grado,Investigador/a (académico),3,3,Media: explicación breve con algo de detalle,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea",1,2026-04-04 19:25:04.117,"[""Investigador/a (académico)""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones con ejemplos similares"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea""]",Está perfecto,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
C0090,U009,2,img_02,Opción A,3,3,3,3.0,25–34,Grado,Investigador/a (académico),3,3,Media: explicación breve con algo de detalle,Simple: lenguaje claro y sin tecnicismos,Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea",2,2026-04-04 19:25:04.117,"[""Investigador/a (académico)""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones con ejemplos similares"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea""]",Está perfecto,,Animales salvajes,,,,,Anchor,Grad-CAM,IG,LIME,Saliency,
